PREVIOUS,CURRENT
cuillère,et commença
et commença,sa
sa,dégustation
Vise,un
un,peu
peu,cette
cette,merveille
merveille,!
!,s’enflamma
s’enflamma,Marcus
revenant,de la cave
Un,screaming
screaming,eagle
eagle,1997
1997,!
!,Tu
Tu,délires
délires,ou
ou,quoi
quoi,?
?,Ce
Ce,genre
de bouteille,est
est,réservé
réservé,aux clients
aux clients,!
Allez,!
!,Ce
Ce,sera
sera,mon
mon,cadeau
cadeau,de Noël
de Noël,imploratil
Après,une
une,résistance
résistance,purement
purement,formelle
formelle,Jonathan
Jonathan,accepta
d’ouvrir,le
le,grand
grand,cru
cru,À
À,tout
tout,prendre
prendre,mieux
mieux,valait
valait,que
Marcus,boive
boive,quelques
quelques,verres
verres,au restaurant
au restaurant,Il
Il,pourrait
moins,garder
garder,l’œil
l’œil,sur lui
sur lui,Dans
Dans,le
le,cas
cas,contraire
contraire,le
le,Canadien
risquait,d’entamer
d’entamer,une
une,tournée
tournée,des bars
des bars,et
et,lorsqu’il
lorsqu’il,était
sous l’emprise,de l’alcool
de l’alcool,les
les,catastrophes
catastrophes,avaient
avaient,vite
vite,fait
de s’enchaîner,À
À,plusieurs
plusieurs,reprises
reprises,certains
certains,de ses
de ses,compagnons
compagnons,de beuverie
de beuverie,avaient
avaient,profité
profité,de sa
de sa,gentillesse
gentillesse,et de sa
crédulité,pour le
pour le,plumer
plumer,au poker
au poker,et lui
et lui,faire
faire,signer
reconnaissances,de dette
de dette,fantaisistes
fantaisistes,que
que,Jonathan
Jonathan,avait
avait,eu
ensuite,toutes
toutes,les
les,peines
peines,du
du,monde
monde,à récupérer
Admire,la couleur
la couleur,de ce
de ce,nectar
nectar,!
!,s’extasia
s’extasia,Marcus
versant,le
le,vin
vin,dans une
dans une,carafe
carafe,pour le
pour le,faire
faire,décanter
Enfant,illégitime
illégitime,du
du,père
père,de Francesca
de Francesca,et d’une
et d’une,chanteuse
de country,québécoise
québécoise,Marcus
Marcus,n’avait
n’avait,pas
pas,touché
touché,un
centime,lors du
lors du,décès
décès,de son
de son,géniteur
géniteur,un
un,riche
riche,homme
homme,d’affaires
d’affaires,newyorkais
newyorkais,Sa
Sa,mère
mère,était
était,morte
morte,depuis peu
depuis peu,et il
et il,n’entretenait
n’entretenait,que
que,des relations
des relations,très
très,lointaines
lointaines,avec
avec,sa
sa,demisœur
Fauché,comme
comme,les
les,blés
blés,il
il,vivait
vivait,dans une
dans une,bulle
bulle,d’insouciance
d’insouciance,indifférent
indifférent,à son
à son,apparence
apparence,physique
physique,ignorant
ignorant,le
BABA,de la bienséance
de la bienséance,et des règles
et des règles,de vie
de vie,en société
en société,Il
dormait,douze
douze,heures
heures,par jour
par jour,donnait
donnait,ponctuellement
ponctuellement,un
coup,de main
de main,au restaurant
au restaurant,mais
mais,les
les,contraintes
contraintes,de l’existence
de l’existence,et les
et les,horaires
horaires,de travail
de travail,semblaient
semblaient,ne
ne,pas
pas,avoir
prise,sur lui
sur lui,Gentiment
Gentiment,foldingue
foldingue,aussi
aussi,simplet
simplet,qu’attachant
qu’attachant,il
il,avait
avait,quelque
quelque,chose
chose,de pathétique
de pathétique,et de désarmant
même,si
si,les
les,conséquences
conséquences,de son
de son,irresponsabilité
irresponsabilité,étaient
épuisantes,à gérer
à gérer,au quotidien
Tout,le
le,temps
temps,qu’avait
qu’avait,duré
duré,son
son,mariage
mariage,Jonathan
Jonathan,n’avait
vu,en Marcus
en Marcus,qu’un
qu’un,crétin
crétin,avec
avec,qui
qui,il
il,n’avait
n’avait,rien
rien,à partager
Pourtant,lorsque
lorsque,Francesca
Francesca,l’avait
l’avait,quitté
quitté,son
son,beaufrère
avait,été
été,le
le,seul
seul,à le
à le,soutenir
soutenir,À
À,l’époque
l’époque,malgré Charly
Jonathan,s’était
s’était,laissé
laissé,glisser
glisser,dans le
dans le,trou
trou,noir
noir,de la dépression
de la dépression,Désœuvré
Désœuvré,et désemparé
et désemparé,il
il,avait
avait,sombré
sombré,dans son
chagrin,fréquentant
fréquentant,d’un
d’un,peu
peu,trop
trop,près messieurs
près messieurs,Jack
Daniel,et Johnnie
et Johnnie,Walker
Heureusement,par un
par un,étrange
étrange,miracle
miracle,Marcus
Marcus,avait
avait,mis
mis,sa
flemmardise,entre parenthèses
entre parenthèses,et
et,pour la première
pour la première,fois
sa,vie
vie,avait
avait,pris
pris,les
les,choses
choses,en main
en main,Il
Il,avait
avait,repéré
repéré,un
un,restaurant
restaurant,italien
italien,fatigué
fatigué,qui
qui,venait
venait,de changer
de changer,de propriétaire
s’était,démené
démené,pour convaincre
pour convaincre,les
les,repreneurs
repreneurs,de transformer
de transformer,l’endroit
l’endroit,en bistrot
en bistrot,français
français,et d’en
et d’en,confier
confier,les
les,fourneaux
fourneaux,à son
à son,beaufrère
beaufrère,Cette
Cette,initiative
initiative,avait
avait,permis
Jonathan,de reprendre
de reprendre,pied
pied,À
À,peine
peine,avaitil
avaitil,senti
senti,son
son,ami
sauvé,que
que,Marcus
Marcus,était
était,retombé
retombé,dans sa
dans sa,flémingite
flémingite,aiguë
À,la tienne
la tienne,!
!,lançatil
lançatil,en tendant
en tendant,à Jonathan
à Jonathan,un
un,verre
Donc,c’est
c’est,Noël
Noël,avant l’heure
avant l’heure,conclut
conclut,le
le,Français
allumant,le
le,poste
poste,de radio
de radio,Art
Art,déco
déco,qu’il
qu’il,avait
avait,récupéré
un,marché
marché,aux puces
aux puces,de Pasadena
Il,régla
régla,l’appareil
l’appareil,sur une
sur une,station
station,rock
rock,qui
qui,diffusait
diffusait,une
version,live
live,de Light
de Light,My
My,Fire
Ah,!
!,c’est
c’est,bon
bon,ça
ça,!
!,s’extasia
s’extasia,Marcus
Marcus,en se
en se,calant
calant,au fond
de la banquette,sans que
sans que,l’on
l’on,sache
sache,s’il
s’il,parlait
parlait,du
du,cabernet
ou,de la musique
de la musique,des Doors
Jonathan,essaya
essaya,à son
à son,tour
tour,de se
de se,détendre
détendre,Il
Il,déboutonna
le,col
col,de sa
de sa,chemise
chemise,et tomba
et tomba,la veste
la veste,mais
mais,la vue
la vue,du
du,téléphone
téléphone,de Madeline
de Madeline,posé
posé,sur la table
sur la table,le
le,contraria
contraria,Cette
histoire,de portable
de portable,va
va,me
me,faire
faire,perdre
perdre,des réservations
des réservations,!
soupiratil,Parmi
Parmi,ses
ses,clients
clients,réguliers
réguliers,certains
certains,avaient
effet,son
son,numéro
numéro,personnel
personnel,:
:,un
un,privilège
privilège,qui
qui,leur
leur,permettait
d’obtenir,une
une,table
table,même
même,les
les,soirs
soirs,de rush
Tandis,que
que,Marcus
Marcus,se
se,saisissait
saisissait,de l’appareil
de l’appareil,Jonathan
regarda,son
son,fils
fils,qui
qui,s’endormait
s’endormait,doucement
doucement,sur la banquette
Il,aurait
aurait,aimé
aimé,prendre
prendre,une
une,dizaine
dizaine,de jours
de jours,de vacances
mieux,s’occuper
s’occuper,de Charly
de Charly,mais
mais,il
il,ne
ne,pouvait
pouvait,pas
pas,se
se,le
permettre,Il
Il,était
était,tout
tout,juste
juste,sorti
sorti,du
du,gouffre
gouffre,financier
financier,qui
l’avait,presque
presque,englouti
englouti,quelques
quelques,années
années,plus
plus,tôt
tôt,et cette
débâcle,avait
avait,eu
eu,le
le,mérite
mérite,de le
de le,vacciner
vacciner,contre les
contre les,crédits
les,découverts
découverts,les
les,impayés
impayés,et autres
et autres,pénalités
pénalités,de retard
Lessivé,il
il,ferma
ferma,les
les,yeux
yeux,et Francesca
et Francesca,lui
lui,apparut
apparut,telle
qu’il,l’avait
l’avait,croisée
croisée,à l’aéroport
à l’aéroport,Deux
Deux,ans
ans,après
après,la douleur
était,toujours
toujours,aussi
aussi,vive
vive,Presque
Presque,insoutenable
insoutenable,Il
Il,ouvrit
ouvrit,les
yeux,et prit
et prit,une
une,gorgée
gorgée,de vin
de vin,pour chasser
pour chasser,son
son,image
image,Il
n’avait,pas
pas,la vie
la vie,qu’il
qu’il,avait
avait,espérée
espérée,mais
mais,c’était
c’était,la sienne
Eh,!
!,pas
pas,mal
mal,la nana
la nana,!
!,s’exclama
s’exclama,Marcus
Marcus,tandis
tandis,que
que,ses
doigts,graisseux
graisseux,glissaient
glissaient,sur l’écran
sur l’écran,tactile
tactile,pour faire
défiler,les
les,photos
photos,que
que,contenait
contenait,le
le,cellulaire
Intrigué,Jonathan
Jonathan,passa
passa,une
une,tête
tête,pardessus
pardessus,l’écran
Fais,voir
Parmi,les
les,clichés
clichés,de la jeune
de la jeune,femme
femme,certains
certains,étaient
étaient,gentiment
gentiment,érotiques
Des,poses
poses,suggestives
suggestives,immortalisées
immortalisées,en noir
et blanc,:
:,dentelles
dentelles,fines
fines,jarretelles
jarretelles,en satin
en satin,main
main,relevée
cachant,pudiquement
pudiquement,un
un,sein
sein,ou
ou,effleurant
effleurant,le
le,galbe
galbe,d’une
hanche,Rien
Rien,de bien
de bien,méchant
méchant,à l’heure
à l’heure,où
où,certains
mettaient,en ligne
en ligne,leur
leur,sextape
sextape,sur le
sur le,web
Je,peux
peux,voir
voir,papa
papa,?
?,demanda
demanda,Charly
Charly,en sortant
en sortant,de son
Non,non
non,Rendorstoi
Rendorstoi,Ce
Ce,n’est
n’est,pas
pas,pour les
pour les,enfants
Surprenant,tout
tout,de même
de même,qu’avec
qu’avec,son
son,air
air,pincé
pimbêche,bon
bon,chic
chic,bon
bon,genre
genre,la peste
la peste,de l’aéroport
de l’aéroport,avait
fait,elle
elle,aussi
aussi,sa
sa,petite
petite,séance
séance,de poses
de poses,coquines
Plus,étonné
étonné,qu’émoustillé
qu’émoustillé,Jonathan
Jonathan,zooma
zooma,sur le
sur le,visage
du,modèle
modèle,En
En,apparence
apparence,elle
elle,s’amusait
s’amusait,se
se,prêtant
prêtant,au jeu
de bonne,grâce
grâce,mais
mais,derrière le
derrière le,sourire
sourire,de façade
de façade,on
on,devinait
devinait,une
une,certaine
certaine,gêne
gêne,Sans
Sans,doute
doute,ce
ce,genre
genre,de clichés
de clichés,étaitil
étaitil,plutôt
plutôt,le
le,trip
trip,de son
de son,mec
mec,qui
qui,s’était
s’était,pris
pris,l’espace
l’espace,d’un
instant,pour Helmut
pour Helmut,Newton
Newton,Qui
Qui,était
était,derrière l’appareil
derrière l’appareil,?
Son,mari
mari,?
?,Son
Son,amant
amant,?
?,Jonathan
Jonathan,se
se,souvenait
souvenait,d’avoir
aperçu,un
un,homme
homme,à l’aéroport
à l’aéroport,mais
mais,il
il,était
était,incapable
incapable,de se
rappeler,sa
sa,tête
Bon,allez
allez,ça
ça,suffit
suffit,!
!,tranchatil
tranchatil,en reposant
en reposant,le
le,téléphone
sous le,regard
regard,déçu
déçu,de Marcus
Se,sentant
sentant,soudain
soudain,voyeur
voyeur,il
il,se
se,demanda
demanda,de quel
de quel,droit
droit,il
fouillait,dans la vie
dans la vie,privée
privée,de cette
de cette,femme
Comme,si
si,elle
elle,allait
allait,se
se,gêner
gêner,pour faire
pour faire,pareil
pareil,!
!,lui
lui,fit
remarquer,le
le,Canadien
Je,m’en
m’en,contrefous
contrefous,:
:,il
il,n’y
n’y,a
a,aucun
aucun,risque
risque,qu’elle
qu’elle,trouve
ce,genre
genre,de photos
de photos,dans mon
dans mon,téléphone
téléphone,!
!,s’exclamatil
s’exclamatil,en se
servant,un
un,verre
verre,de screaming
de screaming,eagle
eagle,Si
Si,tu
tu,crois
crois,que
que,je
je,me
suis,déjà
déjà,amusé
amusé,à prendre
à prendre,Popaul
Popaul,en photo
Le,cabernet
cabernet,avait
avait,des connotations
des connotations,exquises
exquises,de fruits
rouges,et de pain
et de pain,d’épice
d’épice,Tout
Tout,en dégustant
en dégustant,le
le,breuvage
Jonathan,recensa
recensa,mentalement
mentalement,ce
ce,que
que,contenait
contenait,son
son,téléphone
téléphone,portable
portable,À
À,vrai
vrai,dire
dire,il
il,ne
ne,se
se,souvenait
souvenait,pas
pas,de tout
En,tout
tout,cas
cas,rien
rien,d’intime
d’intime,ni
ni,de compromettant
de compromettant,se
se,rassuratil
Ce,en quoi
en quoi,il
il,se
se,trompait
trompait,totalement
Lorsqu’elle,pénétra
pénétra,dans le
dans le,local
local,elle
elle,poussa
poussa,un
un,soupir
soulagement,Takumi
Takumi,avait
avait,suivi
suivi,ses
ses,conseils
conseils,à la lettre
Le,jeune
jeune,Asiatique
Asiatique,s’était
s’était,approvisionné
approvisionné,la veille
la veille,à Rungis
et la pièce,débordait
débordait,de fleurs
de fleurs,fraîches
fraîches,:
:,orchidées
orchidées,tulipes
blanches,lys
lys,poinsettias
poinsettias,hellébores
hellébores,renoncules
renoncules,mimosa
jonquilles,violettes
violettes,amaryllis
amaryllis,Le
Le,grand
grand,arbre
arbre,de Noël
de Noël,qu’ils
avaient,décoré
décoré,ensemble
ensemble,brillait
brillait,de tous
de tous,ses
ses,feux
gerbes,de gui
de gui,et de houx
et de houx,pendaient
pendaient,au plafond
Rassurée,elle
elle,quitta
quitta,son
son,blouson
blouson,pour enfiler
pour enfiler,son
son,tablier
rassembla,ses
ses,outils
outils,de travail
de travail,–
–,sécateur
sécateur,arrosoir
arrosoir,binette
binette,–
et s’attela,avec
avec,bonheur
bonheur,aux tâches
aux tâches,les
les,plus
plus,urgentes
nettoyant,les
les,feuilles
feuilles,d’un
d’un,ficus
ficus,rempotant
rempotant,une
une,orchidée
taillant,un
un,bonzaï
Madeline,avait
avait,conçu
conçu,son
son,atelier
atelier,floral
floral,comme
comme,un
un,lieu
magique,et poétique
et poétique,une
une,bulle
bulle,propice
propice,à la rêverie
à la rêverie,un
un,havre
de paix,sécurisant
sécurisant,loin du
loin du,tumulte
tumulte,et de la violence
ville,Quelle
Quelle,que
que,soit
soit,la tristesse
la tristesse,d’une
d’une,journée
journée,elle
elle,voulait
que,ses
ses,clients
clients,mettent
mettent,leurs
leurs,soucis
soucis,entre parenthèses
qu’ils,franchissaient
franchissaient,le
le,seuil
seuil,de sa
de sa,boutique
boutique,Au
Au,moment
Noël,l’atmosphère
l’atmosphère,de son
de son,Jardin
Jardin,Extraordinaire
Extraordinaire,était
était,particulièrement
particulièrement,enchanteresse
enchanteresse,renvoyant
renvoyant,aux parfums
aux parfums,de l’enfance
de l’enfance,et aux traditions
et aux traditions,d’antan
Une,fois
fois,les
les,premiers
premiers,soins
soins,terminés
terminés,la jeune
la jeune,femme
sortit,les
les,sapins
sapins,pour les
pour les,installer
installer,contre la devanture
ouvrit,sa
sa,boutique
boutique,à 9
à 9,heures
heures,tapantes
